Profundidade,qT,fS,u2,gw ,gnat ,u0,sv0,s'v0,FILE,CPTU,class_Rob
6.678,1179.572,112.691,22.518,9.81,12.2,61.97958,81.48488,19.5053,1,2,6
6.702,1150.343,112.319,22.609,9.81,12.2,62.21502,81.77768,19.56266,1,2,6
6.725,1095.11,110.015,22.7,9.81,12.2,62.44065,82.05828,19.61763,1,2,6
6.748,1043.127,107.227,22.791,9.81,12.2,62.66628,82.33888,19.6726,1,2,6
6.77,958.617,103.064,22.791,9.81,12.2,62.8821,82.60728,19.72518,1,2,6
6.781,919.611,96.038,22.791,9.81,12.2,62.99001,82.74148,19.75147,1,2,6
6.804,877.356,90.388,22.791,9.81,12.2,63.21564,83.02208,19.80644,1,2,6
6.828,887.107,85.891,22.791,9.81,12.2,63.45108,83.31488,19.8638,1,2,6
6.851,835.076,82.991,22.7,9.81,12.2,63.67671,83.59548,19.91877,1,2,6
6.874,744.04,80.278,22.609,9.81,12.2,63.90234,83.87608,19.97374,1,2,6
6.896,617.249,77.155,22.518,9.81,12.2,64.11816,84.14448,20.02632,1,2,6
6.92,542.538,69.944,22.7,9.81,12.2,64.3536,84.43728,20.08368,1,2,6
6.943,480.805,61.543,22.791,9.81,12.2,64.57923,84.71788,20.13865,1,2,5
6.955,438.598,52.92,22.972,9.81,12.2,64.69695,84.86428,20.16733,1,2,5
6.977,334.584,39.018,22.972,9.81,12.2,64.91277,85.13268,20.21991,1,2,5
6.981,244.185,30.76,49.577,9.81,12.2,64.95201,85.18148,20.22947,1,2,5
7.003,406.932,40.275,50.485,9.81,12.2,65.16783,85.44988,20.28205,1,2,5
7.027,387.48,31.912,50.666,9.81,12.2,65.40327,85.74268,20.33941,1,2,5
7.05,351.754,26.634,50.757,9.81,12.2,65.6289,86.02328,20.39438,1,2,5
7.073,322.527,24.107,50.848,9.81,12.2,65.85453,86.30388,20.44935,1,2,5
7.084,312.826,22.546,51.03,9.81,12.2,65.96244,86.43808,20.47564,1,2,5
7.107,306.399,20.762,51.302,9.81,12.2,66.18807,86.71868,20.53061,1,2,5
7.13,306.447,18.866,51.484,9.81,12.2,66.4137,86.99928,20.58558,1,2,5
7.153,300.02,17.417,51.756,9.81,12.2,66.63933,87.27988,20.64055,1,2,5
7.176,300.069,16.19,51.938,9.81,12.2,66.86496,87.56048,20.69552,1,2,5
7.199,296.892,15.187,52.21,9.81,12.2,67.09059,87.84108,20.75049,1,2,5
7.217,257.915,9.277,52.301,9.81,12.2,67.26717,88.06068,20.79351,1,2,5
7.225,275.168,18.551,116.95,9.81,12.2,67.34565,88.15828,20.81263,1,2,4
7.249,311.05,19.48,117.495,9.81,12.2,67.58109,88.45108,20.86999,1,2,4
7.273,298.104,17.919,117.677,9.81,12.2,67.81653,88.74388,20.92735,1,2,4
7.296,285.133,15.839,117.768,9.81,12.2,68.04216,89.02448,20.98232,1,2,4
7.319,275.46,13.609,118.04,9.81,12.2,68.26779,89.30508,21.03729,1,2,4
7.331,269.036,11.343,118.312,9.81,12.2,68.38551,89.45148,21.06597,1,2,4
7.354,272.358,9.337,118.585,9.81,12.2,68.61114,89.73208,21.12094,1,2,4
7.378,272.455,7.739,118.948,9.81,12.2,68.84658,90.02488,21.1783,1,2,4
7.401,279.05,6.736,119.311,9.81,12.2,69.07221,90.30548,21.23327,1,2,4
7.424,282.396,6.068,119.674,9.81,12.2,69.29784,90.58608,21.28824,1,2,4
7.447,279.22,5.845,119.947,9.81,12.2,69.52347,90.86668,21.34321,1,2,4
7.47,279.317,5.622,120.31,9.81,12.2,69.7491,91.14728,21.39818,1,2,4
7.494,279.39,5.325,120.582,9.81,12.2,69.98454,91.44008,21.45554,1,2,4
7.517,279.488,5.139,120.946,9.81,12.2,70.21017,91.72068,21.51051,1,2,4
7.529,279.585,5.102,121.309,9.81,12.2,70.32789,91.86708,21.53919,1,2,4
7.551,286.204,5.027,121.763,9.81,12.2,70.54371,92.13548,21.59177,1,2,4
7.574,286.326,4.804,122.217,9.81,12.2,70.76934,92.41608,21.64674,1,2,4
7.598,286.399,4.73,122.489,9.81,12.2,71.00478,92.70888,21.7041,1,2,4
7.621,286.52,4.73,122.943,9.81,12.2,71.23041,92.98948,21.75907,1,2,4
7.644,286.642,4.693,123.397,9.81,12.2,71.45604,93.27008,21.81404,1,2,4
7.667,286.715,4.582,123.67,9.81,12.2,71.68167,93.55068,21.86901,1,2,4
7.69,286.861,4.544,124.214,9.81,12.2,71.9073,93.83128,21.92398,1,2,4
7.702,290.232,4.47,124.668,9.81,12.2,72.02502,93.97768,21.95266,1,2,4
7.725,296.851,4.433,125.122,9.81,12.2,72.25065,94.25828,22.00763,1,2,4
7.749,303.47,4.322,125.576,9.81,12.2,72.48609,94.55108,22.06499,1,2,4
7.771,306.865,4.247,126.121,9.81,12.2,72.70191,94.81948,22.11757,1,2,4
7.794,310.235,4.284,126.575,9.81,12.2,72.92754,95.10008,22.17254,1,2,4
7.817,313.605,4.322,127.029,9.81,12.2,73.15317,95.38068,22.22751,1,2,4
7.841,310.454,4.47,127.392,9.81,12.2,73.38861,95.67348,22.28487,1,2,4
7.864,310.576,4.582,127.846,9.81,12.2,73.61424,95.95408,22.33984,1,2,4
7.876,310.673,4.767,128.21,9.81,12.2,73.73196,96.10048,22.36852,1,2,4
7.898,317.292,4.916,128.664,9.81,12.2,73.94778,96.36888,22.4211,1,2,4
7.921,327.184,5.139,129.208,9.81,12.2,74.17341,96.64948,22.47607,1,2,4
7.945,337.101,5.176,129.844,9.81,12.2,74.40885,96.94228,22.53343,1,2,4
7.968,337.149,5.287,130.026,9.81,12.2,74.63448,97.22288,22.5884,1,2,4
7.991,314.457,6.179,130.207,9.81,12.2,74.86011,97.50348,22.64337,1,2,4
8.006,272.224,4.322,130.207,9.81,12.2,75.00726,97.68648,22.67922,1,2,4
8.008,206.154,2.018,150.365,9.81,12.2,75.02688,97.71088,22.684,1,2,3
8.031,333.463,8.52,152.635,9.81,12.2,75.25251,97.99148,22.73897,1,2,4
8.054,333.584,8.074,153.089,9.81,12.2,75.47814,98.27208,22.79394,1,2,4
8.077,330.433,7.814,153.452,9.81,12.2,75.70377,98.55268,22.84891,1,2,4
8.099,324.008,7.628,153.724,9.81,12.2,75.91959,98.82108,22.90149,1,2,4
8.111,307.789,7.591,153.815,9.81,12.2,76.03731,98.96748,22.93017,1,2,4
8.134,298.067,7.257,153.906,9.81,12.2,76.26294,99.24808,22.98514,1,2,4
8.157,294.843,7.479,153.997,9.81,12.2,76.48857,99.52868,23.04011,1,2,4
8.18,288.37,7.777,154.088,9.81,12.2,76.7142,99.80928,23.09508,1,2,4
8.202,288.418,8.26,154.269,9.81,12.2,76.93002,100.07768,23.14766,1,2,4
8.225,291.74,8.928,154.542,9.81,12.2,77.15565,100.35828,23.20263,1,2,4
8.249,304.832,9.448,154.905,9.81,12.2,77.39109,100.65108,23.25999,1,2,4
8.272,314.7,9.969,155.359,9.81,12.2,77.61672,100.93168,23.31496,1,2,4
8.283,318.022,10.117,155.631,9.81,12.2,77.72463,101.06588,23.34125,1,2,4
8.306,318.095,10.229,155.904,9.81,12.2,77.95026,101.34648,23.39622,1,2,4
8.328,318.144,10.377,156.085,9.81,12.2,78.16608,101.61488,23.4488,1,2,4
8.351,301.851,10.712,155.904,9.81,12.2,78.39171,101.89548,23.50377,1,2,4
8.375,279.013,11.046,155.54,9.81,12.2,78.62715,102.18828,23.56113,1,2,3
8.398,256.077,11.046,154.814,9.81,12.2,78.85278,102.46888,23.6161,1,2,3
8.42,246.234,11.009,154.451,9.81,12.2,79.0686,102.73728,23.66868,1,2,3
8.443,244.481,11.009,147.913,9.81,12.2,79.29423,103.01788,23.72365,1,2,3
8.466,261.905,10.823,140.195,9.81,12.2,79.51986,103.29848,23.77862,1,2,3
8.477,277.589,10.489,138.107,9.81,12.2,79.62777,103.43268,23.80491,1,2,4
8.501,297.175,10.232,138.379,9.81,12.2,79.86321,103.72548,23.86227,1,2,4
8.524,279.932,10.307,134.656,9.81,12.59,80.08884,104.01505,23.92621,1,2,4
8.546,246.93,11.347,132.75,9.81,12.59,80.30466,104.29203,23.98737,1,2,3
8.569,227.082,11.863,131.478,9.81,12.59,80.53029,104.5816,24.05131,1,2,3
8.593,230.185,10.823,130.934,9.81,12.59,80.76573,104.88376,24.11803,1,2,3
8.616,249.58,10.452,130.57,9.81,12.59,80.99136,105.17333,24.18197,1,2,3
8.639,268.975,10.563,130.207,9.81,12.59,81.21699,105.4629,24.24591,1,2,4
8.65,268.61,10.712,128.845,9.81,12.59,81.3249,105.60139,24.27649,1,2,4
8.672,253.692,10.823,121.672,9.81,12.59,81.54072,105.87837,24.33765,1,2,4
8.696,256.138,11.009,118.676,9.81,12.59,81.77616,106.18053,24.40437,1,2,4
8.719,249.714,11.975,118.948,9.81,12.59,82.00179,106.4701,24.46831,1,2,4
8.742,239.992,12.421,119.039,9.81,12.59,82.22742,106.75967,24.53225,1,2,4
8.765,233.519,12.123,119.13,9.81,12.59,82.45305,107.04924,24.59619,1,2,3
8.787,240.089,11.603,119.402,9.81,12.59,82.66887,107.32622,24.65735,1,2,4
8.81,249.835,10.6,119.402,9.81,12.59,82.8945,107.61579,24.72129,1,2,4
8.834,269.474,10.006,119.947,9.81,12.59,83.12994,107.91795,24.78801,1,2,4
8.845,289.137,9.671,120.582,9.81,12.59,83.23785,108.05644,24.81859,1,2,4
8.868,295.78,9.56,121.127,9.81,12.59,83.46348,108.34601,24.88253,1,2,4
8.891,289.38,9.597,121.49,9.81,12.59,83.68911,108.63558,24.94647,1,2,4
8.913,292.75,9.671,121.944,9.81,12.59,83.90493,108.91256,25.00763,1,2,4
8.937,289.575,10.006,122.217,9.81,12.59,84.14037,109.21472,25.07435,1,2,4
8.96,299.467,10.006,122.762,9.81,12.59,84.366,109.50429,25.13829,1,2,4
8.983,309.359,10.117,123.306,9.81,12.59,84.59163,109.79386,25.20223,1,2,4
9.006,309.505,10.229,123.851,9.81,12.59,84.81726,110.08343,25.26617,1,2,4
9.016,296.583,7.925,124.124,9.81,12.59,84.91536,110.20933,25.29397,1,2,4
9.022,270.642,6.774,124.305,9.81,12.59,84.97422,110.28487,25.31065,1,2,4
9.027,210.534,4.916,142.465,9.81,12.59,85.02327,110.34782,25.32455,1,2,3
9.038,350.765,12.904,144.463,9.81,12.59,85.13118,110.48631,25.35513,1,2,4
9.061,350.912,12.759,144.917,9.81,12.59,85.35681,110.77588,25.41907,1,2,4
9.084,344.462,12.383,145.189,9.81,12.59,85.58244,111.06545,25.48301,1,2,4
9.106,331.564,11.938,145.552,9.81,12.59,85.79826,111.34243,25.54417,1,2,4
9.13,331.661,11.607,145.825,9.81,12.59,86.0337,111.64459,25.61089,1,2,4
9.153,331.735,11.157,146.188,9.81,12.59,86.25933,111.93416,25.67483,1,2,4
9.176,325.335,10.34,146.551,9.81,12.59,86.48496,112.22373,25.73877,1,2,4
9.198,335.203,9.448,147.005,9.81,12.59,86.70078,112.50071,25.79993,1,2,4
9.21,348.393,8.969,147.641,9.81,12.59,86.8185,112.65179,25.83329,1,2,4
9.233,358.284,8.52,148.276,9.81,12.59,87.04413,112.94136,25.89723,1,2,4
9.256,364.93,8.82,148.73,9.81,12.59,87.26976,113.23093,25.96117,1,2,4
9.28,329.19,7.446,148.73,9.81,12.59,87.5052,113.53309,26.02789,1,2,4
9.281,299.949,7.408,148.73,9.81,12.59,87.51501,113.54568,26.03067,1,2,4
9.288,340.568,18.62,130.752,9.81,12.59,87.58368,113.63381,26.05013,1,2,4
9.311,401.12,16.169,126.394,9.81,12.59,87.80931,113.92338,26.11407,1,2,5
9.334,375.205,16.206,126.666,9.81,12.59,88.03494,114.21295,26.17801,1,2,4
9.358,355.764,16.02,126.848,9.81,12.59,88.27038,114.51511,26.24473,1,2,4
9.382,346.092,15.426,127.12,9.81,12.59,88.50582,114.81727,26.31145,1,2,4
9.394,339.668,14.831,127.392,9.81,12.59,88.62354,114.96835,26.34481,1,2,4
9.417,339.765,13.94,127.756,9.81,12.59,88.84917,115.25792,26.40875,1,2,4
9.439,333.341,12.751,128.028,9.81,12.59,89.06499,115.5349,26.46991,1,2,4
9.463,323.669,11.822,128.3,9.81,12.59,89.30043,115.83706,26.53663,1,2,4
9.487,320.494,11.154,128.573,9.81,12.59,89.53587,116.13922,26.60335,1,2,4
9.51,320.591,10.819,128.936,9.81,12.59,89.7615,116.42879,26.66729,1,2,4
9.533,314.143,10.634,129.118,9.81,12.59,89.98713,116.71836,26.73123,1,2,4
9.556,320.762,10.522,129.572,9.81,12.59,90.21276,117.00793,26.79517,1,2,4
9.567,327.356,10.485,129.935,9.81,12.59,90.32067,117.14642,26.82575,1,2,4
9.591,330.75,10.299,130.48,9.81,12.59,90.55611,117.44858,26.89247,1,2,4
9.615,343.89,9.891,131.024,9.81,12.59,90.79155,117.75074,26.95919,1,2,4
9.638,344.011,9.742,131.478,9.81,12.59,91.01718,118.04031,27.02313,1,2,4
9.661,340.885,9.445,131.932,9.81,12.59,91.24281,118.32988,27.08707,1,2,4
9.684,331.212,9.556,132.205,9.81,12.59,91.46844,118.61945,27.15101,1,2,4
9.708,328.086,9.333,132.659,9.81,12.59,91.70388,118.92161,27.21773,1,2,4
9.731,331.456,9.036,133.113,9.81,12.59,91.92951,119.21118,27.28167,1,2,4
9.743,331.553,8.628,133.476,9.81,12.59,92.04723,119.36226,27.31503,1,2,4
9.765,318.633,8.145,133.748,9.81,12.59,92.26305,119.63924,27.37619,1,2,4
9.788,322.003,7.587,134.202,9.81,12.59,92.48868,119.92881,27.44013,1,2,4
9.812,322.149,6.51,134.747,9.81,12.59,92.72412,120.23097,27.50685,1,2,4
9.836,335.313,5.767,135.383,9.81,12.59,92.95956,120.53313,27.57357,1,2,4
9.859,338.683,5.544,135.837,9.81,12.59,93.18519,120.8227,27.63751,1,2,4
9.882,342.053,5.321,136.291,9.81,12.59,93.41082,121.11227,27.70145,1,2,4
9.905,338.926,5.136,136.745,9.81,12.59,93.63645,121.40184,27.76539,1,2,4
9.916,335.799,5.247,137.199,9.81,12.59,93.74436,121.54033,27.79597,1,2,4
9.94,339.169,5.321,137.653,9.81,12.59,93.9798,121.84249,27.86269,1,2,4
9.964,342.539,5.47,138.107,9.81,12.59,94.21524,122.14465,27.92941,1,2,4
9.986,349.182,5.507,138.652,9.81,12.59,94.43106,122.42163,27.99057,1,2,4
10.009,349.303,5.578,139.196,9.81,12.59,94.65669,122.7112,28.05451,1,2,4
10.032,333.11,3.91,139.287,9.81,12.5,94.88232,122.9987,28.11638,1,2,4
10.033,290.881,3.65,139.287,9.81,12.5,94.89213,123.0112,28.11907,1,2,4
10.041,225.987,1.718,163.803,9.81,12.5,94.97061,123.1112,28.14059,1,2,3
10.052,359.828,8.182,166.255,9.81,12.5,95.07852,123.2487,28.17018,1,2,4
10.075,356.701,7.513,166.709,9.81,12.5,95.30415,123.5362,28.23205,1,2,4
10.098,356.823,7.067,167.163,9.81,12.5,95.52978,123.8237,28.29392,1,2,4
10.121,363.466,6.696,167.708,9.81,12.5,95.75541,124.1112,28.35579,1,2,4
10.144,360.313,6.395,168.162,9.81,12.5,95.98104,124.3987,28.41766,1,2,4
10.167,366.982,5.99,168.706,9.81,12.5,96.20667,124.6862,28.47953,1,2,4
10.179,367.104,5.507,169.16,9.81,12.5,96.32439,124.8362,28.51181,1,2,4
10.201,363.953,5.284,169.524,9.81,12.5,96.54021,125.1112,28.57099,1,2,4
10.224,351.032,5.507,169.796,9.81,12.5,96.76584,125.3987,28.63286,1,2,4
10.247,347.881,5.433,170.159,9.81,12.5,96.99147,125.6862,28.69473,1,2,4
10.271,341.482,5.284,170.522,9.81,12.5,97.22691,125.9862,28.75929,1,2,4
10.294,338.355,5.247,170.976,9.81,12.5,97.45254,126.2737,28.82116,1,2,4
10.317,341.701,5.099,171.34,9.81,12.5,97.67817,126.5612,28.88303,1,2,4
10.339,338.55,4.947,171.794,9.81,12.5,97.89399,126.8362,28.94221,1,2,4
10.351,335.398,4.616,172.066,9.81,12.5,98.01171,126.9862,28.97449,1,2,4
10.374,338.793,4.467,172.611,9.81,12.5,98.23734,127.2737,29.03636,1,2,4
10.398,348.66,4.393,173.065,9.81,12.5,98.47278,127.5737,29.10092,1,2,4
10.42,355.302,4.43,173.61,9.81,12.5,98.6886,127.8487,29.1601,1,2,4
10.442,374.987,4.616,174.336,9.81,12.5,98.90442,128.1237,29.21928,1,2,4
10.466,384.903,4.95,174.972,9.81,12.5,99.13986,128.4237,29.28384,1,2,4
10.489,391.546,5.359,175.516,9.81,12.5,99.36549,128.7112,29.34571,1,2,4
10.513,381.874,5.99,175.789,9.81,12.5,99.60093,129.0112,29.41027,1,2,4
10.524,385.268,6.547,176.334,9.81,12.5,99.70884,129.1487,29.43986,1,2,4
10.546,401.729,6.733,177.151,9.81,12.5,99.92466,129.4237,29.49904,1,2,4
10.569,401.875,6.882,177.696,9.81,12.5,100.15029,129.7112,29.56091,1,2,4
10.592,395.5,6.659,178.15,9.81,12.5,100.37592,129.9987,29.62278,1,2,4
10.616,392.397,6.547,178.694,9.81,12.5,100.61136,130.2987,29.68734,1,2,4
10.639,386.022,6.213,179.148,9.81,12.5,100.83699,130.5862,29.74921,1,2,4
10.662,392.689,5.99,179.784,9.81,12.5,101.06262,130.8737,29.81108,1,2,4
10.684,392.807,5.95,180.329,9.81,12.5,101.27844,131.1487,29.87026,1,2,4
10.708,402.751,5.842,180.964,9.81,12.5,101.51388,131.4487,29.93482,1,2,4
10.72,402.873,6.213,181.418,9.81,12.5,101.6316,131.5987,29.9671,1,2,4
10.743,406.291,6.399,182.054,9.81,12.5,101.85723,131.8862,30.02897,1,2,4
10.766,412.959,6.473,182.69,9.81,12.5,102.08286,132.1737,30.09084,1,2,4
10.788,413.105,6.584,183.234,9.81,12.5,102.29868,132.4487,30.15002,1,2,4
10.811,423.044,6.882,183.961,9.81,12.5,102.52431,132.7362,30.21189,1,2,4
10.835,423.215,7.327,184.596,9.81,12.5,102.75975,133.0362,30.27645,1,2,4
10.858,436.403,7.476,185.323,9.81,12.5,102.98538,133.3237,30.33832,1,2,4
10.881,433.276,8.033,185.777,9.81,12.5,103.21101,133.6112,30.40019,1,2,4
10.903,423.628,8.851,186.14,9.81,12.5,103.42683,133.8862,30.45937,1,2,4
10.915,417.278,9.296,186.685,9.81,12.5,103.54455,134.0362,30.49165,1,2,4
10.938,414.151,9.519,187.139,9.81,12.5,103.77018,134.3237,30.55352,1,2,4
10.962,407.776,9.408,187.593,9.81,12.5,104.00562,134.6237,30.61808,1,2,4
10.985,411.17,9.259,188.138,9.81,12.5,104.23125,134.9112,30.67995,1,2,4
11.007,414.589,8.256,188.773,9.81,12.5,104.44707,135.1862,30.73913,1,2,4
11.03,418.032,7.476,189.5,9.81,12.5,104.6727,135.4737,30.801,1,2,4
11.046,375.754,5.173,189.318,9.81,12.5,104.82966,135.6737,30.84404,1,2,4
11.068,450.005,9.965,211.836,9.81,12.5,105.04548,135.9487,30.90322,1,2,4
11.09,446.903,9.556,212.381,9.81,12.5,105.2613,136.2237,30.9624,1,2,4
11.112,447.049,9.779,212.926,9.81,12.5,105.47712,136.4987,31.02158,1,2,4
11.135,440.625,10.188,213.198,9.81,12.5,105.70275,136.7862,31.08345,1,2,4
11.157,440.771,10.671,213.743,9.81,12.5,105.91857,137.0612,31.14263,1,2,4
11.18,434.372,10.819,214.106,9.81,12.5,106.1442,137.3487,31.2045,1,2,4
11.191,437.766,10.671,214.651,9.81,12.5,106.25211,137.4862,31.23409,1,2,4
11.213,444.458,10.299,215.378,9.81,12.5,106.46793,137.7612,31.29327,1,2,4
11.235,438.107,9.668,215.922,9.81,12.5,106.68375,138.0362,31.35245,1,2,4
11.257,441.526,8.888,216.558,9.81,12.5,106.89957,138.3112,31.41163,1,2,4
11.281,441.696,8.145,217.194,9.81,12.5,107.13501,138.6112,31.47619,1,2,4
11.286,376.533,6.139,216.467,9.81,12.5,107.18406,138.6737,31.48964,1,2,3
11.288,296.488,9.846,160.353,9.81,12.5,107.20368,138.6987,31.49502,1,2,3
11.31,478.555,15.046,161.079,9.81,12.5,107.4195,138.9737,31.5542,1,2,4
11.333,455.919,13.672,161.442,9.81,12.5,107.64513,139.2612,31.61607,1,2,4
11.356,439.826,12.78,161.987,9.81,12.5,107.87076,139.5487,31.67794,1,2,4
11.379,439.938,11.848,162.532,9.81,12.5,108.09639,139.8362,31.73981,1,2,4
11.402,436.861,11.031,163.168,9.81,12.5,108.32202,140.1237,31.80168,1,2,4
11.425,440.337,10.106,163.894,9.81,12.5,108.54765,140.4112,31.86355,1,2,4
11.447,450.24,9.1,164.62,9.81,12.5,108.76347,140.6862,31.92273,1,2,4
11.459,463.448,8.32,165.438,9.81,12.5,108.88119,140.8362,31.95501,1,2,4
11.482,476.67,8.249,166.164,9.81,12.5,109.10682,141.1237,32.01688,1,2,4
11.505,486.657,8.398,167.072,9.81,12.5,109.33245,141.4112,32.07875,1,2,4
11.528,490.099,8.732,167.798,9.81,12.5,109.55808,141.6987,32.14062,1,2,4
11.551,474.007,9.512,168.343,9.81,12.5,109.78371,141.9862,32.20249,1,2,4
11.573,464.397,9.768,168.979,9.81,12.5,109.99953,142.2612,32.26167,1,2,4
11.596,458.109,9.549,169.614,9.81,12.5,110.22516,142.5487,32.32354,1,2,4
11.62,451.784,8.658,170.25,9.81,12.5,110.4606,142.8487,32.3881,1,2,4
11.631,461.734,7.8,171.158,9.81,12.5,110.56851,142.9862,32.41769,1,2,4
11.654,455.445,6.986,171.794,9.81,12.5,110.79414,143.2737,32.47956,1,2,4
11.676,449.134,6.315,172.611,9.81,12.5,111.00996,143.5487,32.53874,1,2,4
11.699,449.328,5.721,173.337,9.81,12.5,111.23559,143.8362,32.60061,1,2,4
11.722,452.795,5.386,174.154,9.81,12.5,111.46122,144.1237,32.66248,1,2,4
11.746,456.261,5.238,174.972,9.81,12.5,111.69666,144.4237,32.72704,1,2,4
11.768,462.987,5.129,175.698,9.81,12.5,111.91248,144.6987,32.78622,1,2,4
11.79,456.699,4.978,176.606,9.81,12.5,112.1283,144.9737,32.8454,1,2,4
11.801,460.201,4.795,177.423,9.81,12.5,112.23621,145.1112,32.87499,1,2,4
11.825,457.173,4.795,178.24,9.81,12.5,112.47165,145.4112,32.93955,1,2,4
11.848,454.109,4.681,179.058,9.81,12.5,112.69728,145.6987,33.00142,1,2,4
11.871,454.339,4.647,179.784,9.81,12.5,112.92291,145.9862,33.06329,1,2,4
11.893,454.558,4.535,180.601,9.81,12.5,113.13873,146.2612,33.12247,1,2,4
11.915,461.285,4.569,181.6,9.81,12.5,113.35455,146.5362,33.18165,1,2,4
11.939,461.54,4.535,182.417,9.81,12.5,113.58999,146.8362,33.24621,1,2,4
11.962,465.007,4.461,183.234,9.81,12.5,113.81562,147.1237,33.30808,1,2,4
11.985,475.017,4.535,184.233,9.81,12.5,114.04125,147.4112,33.36995,1,2,4
11.996,472.037,4.572,185.232,9.81,12.5,114.14916,147.5487,33.39954,1,2,4
12.018,475.528,4.647,186.14,9.81,12.5,114.36498,147.8237,33.45872,1,2,4
12.041,472.463,4.309,186.957,9.81,12.5,114.59061,148.1112,33.52059,1,2,4
12.046,407.521,3.198,186.866,9.81,12.5,114.63966,148.1737,33.53404,1,2,4
12.05,301.177,-0.367,238.441,9.81,12.5,114.6789,148.2237,33.5448,1,2,1
12.06,392.844,6.652,241.165,9.81,12.5,114.777,148.3487,33.5717,1,2,3
12.071,500.919,6.986,244.524,9.81,12.5,114.88491,148.4862,33.60129,1,2,4
12.093,497.938,6.801,245.523,9.81,12.5,115.10073,148.7612,33.66047,1,2,4
12.115,504.702,6.652,246.522,9.81,12.5,115.31655,149.0362,33.71965,1,2,4
12.138,511.513,6.615,247.702,9.81,12.5,115.54218,149.3237,33.78152,1,2,4
12.161,515.029,6.429,248.701,9.81,12.5,115.76781,149.6112,33.84339,1,2,4
12.183,521.816,6.429,249.791,9.81,12.5,115.98363,149.8862,33.90257,1,2,4
